resultId,raceId,year,circuitId,circuit_name,circuit_difficulty,driverId,driver_name,constructorId,constructor_name,starting_grid,final_position,points,pit_stops,pit_stop_lap,pit_stop_duration,fastestLapTime,fastestLapSpeed,statusId,race_status
19380,806,1954,14,Italian Grand Prix,Very Easy,627,rosier,105,maserati,20,8,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19381,806,1954,14,Italian Grand Prix,Very Easy,644,mantovani,105,maserati,9,9,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19382,806,1954,14,Italian Grand Prix,Very Easy,475,moss,105,maserati,3,10,0,#N/A,#N/A,#N/A,\N,\N,19,+9 Laps
19383,806,1954,14,Italian Grand Prix,Very Easy,672,daponte,105,maserati,19,11,0,#N/A,#N/A,#N/A,\N,\N,88,+10 Laps
19384,806,1954,14,Italian Grand Prix,Very Easy,647,ascari,6,ferrari,2,12,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19385,806,1954,14,Italian Grand Prix,Very Easy,633,villoresi,105,maserati,6,13,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19386,806,1954,14,Italian Grand Prix,Very Easy,648,kling,131,mercedes,4,14,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19387,806,1954,14,Italian Grand Prix,Very Easy,643,mieres,105,maserati,10,15,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
19388,806,1954,14,Italian Grand Prix,Very Easy,577,musso,105,maserati,14,16,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19389,806,1954,14,Italian Grand Prix,Very Easy,498,gonzalez,6,ferrari,5,17,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
19390,806,1954,14,Italian Grand Prix,Very Easy,626,manzon,6,ferrari,15,18,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19391,806,1954,14,Italian Grand Prix,Very Easy,645,bucci,128,gordini,17,19,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19392,806,1954,14,Italian Grand Prix,Very Easy,554,behra,128,gordini,12,20,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19393,806,1954,14,Italian Grand Prix,Very Easy,694,riu,105,maserati,21,21,0,#N/A,#N/A,#N/A,\N,\N,81,Did not qualify
19394,807,1954,67,Spanish Grand Prix,Medium,578,hawthorn,6,ferrari,3,1,8,#N/A,#N/A,#N/A,\N,\N,1,Finished
19395,807,1954,67,Spanish Grand Prix,Medium,577,musso,105,maserati,7,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19396,807,1954,67,Spanish Grand Prix,Medium,579,fangio,131,mercedes,2,3,4,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19397,807,1954,67,Spanish Grand Prix,Medium,643,mieres,105,maserati,11,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19398,807,1954,67,Spanish Grand Prix,Medium,648,kling,131,mercedes,12,5,2,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19399,807,1954,67,Spanish Grand Prix,Medium,580,godia,105,maserati,13,6,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19400,807,1954,67,Spanish Grand Prix,Medium,627,rosier,105,maserati,20,7,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19401,807,1954,67,Spanish Grand Prix,Medium,663,wharton,105,maserati,14,8,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19402,807,1954,67,Spanish Grand Prix,Medium,669,bira,105,maserati,15,9,0,#N/A,#N/A,#N/A,\N,\N,55,+12 Laps
19403,807,1954,67,Spanish Grand Prix,Medium,644,mantovani,105,maserati,10,10,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
19404,807,1954,67,Spanish Grand Prix,Medium,640,graffenried,105,maserati,21,11,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19405,807,1954,67,Spanish Grand Prix,Medium,478,herrmann,131,mercedes,9,12,0,#N/A,#N/A,#N/A,\N,\N,98,Injection
19406,807,1954,67,Spanish Grand Prix,Medium,427,trintignant,6,ferrari,8,13,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
19407,807,1954,67,Spanish Grand Prix,Medium,650,pollet,128,gordini,16,14,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19408,807,1954,67,Spanish Grand Prix,Medium,501,schell,105,maserati,4,15,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19409,807,1954,67,Spanish Grand Prix,Medium,475,moss,105,maserati,6,16,0,#N/A,#N/A,#N/A,\N,\N,94,Oil pump
19410,807,1954,67,Spanish Grand Prix,Medium,554,behra,128,gordini,18,17,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
19411,807,1954,67,Spanish Grand Prix,Medium,680,swaters,6,ferrari,19,18,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19412,807,1954,67,Spanish Grand Prix,Medium,647,ascari,132,lancia,1,19,1,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19413,807,1954,67,Spanish Grand Prix,Medium,633,villoresi,132,lancia,5,20,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
19414,807,1954,67,Spanish Grand Prix,Medium,626,manzon,6,ferrari,17,21,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19415,807,1954,67,Spanish Grand Prix,Medium,581,collins,118,vanwall,0,22,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19416,808,1953,25,Argentine Grand Prix,Medium,647,ascari,6,ferrari,1,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
19417,808,1953,25,Argentine Grand Prix,Medium,633,villoresi,6,ferrari,3,2,6,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19418,808,1953,25,Argentine Grand Prix,Medium,498,gonzalez,105,maserati,5,3,4,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19419,808,1953,25,Argentine Grand Prix,Medium,578,hawthorn,6,ferrari,6,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19420,808,1953,25,Argentine Grand Prix,Medium,695,galvez,105,maserati,9,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19421,808,1953,25,Argentine Grand Prix,Medium,554,behra,128,gordini,11,6,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19422,808,1953,25,Argentine Grand Prix,Medium,427,trintignant,128,gordini,7,7,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19423,808,1953,25,Argentine Grand Prix,Medium,696,john_barber,87,cooper,16,8,0,#N/A,#N/A,#N/A,\N,\N,17,+7 Laps
19424,808,1953,25,Argentine Grand Prix,Medium,689,alan_brown,87,cooper,12,9,0,#N/A,#N/A,#N/A,\N,\N,88,+10 Laps
19425,808,1953,25,Argentine Grand Prix,Medium,626,manzon,128,gordini,8,10,0,#N/A,#N/A,#N/A,\N,\N,36,Wheel
19426,808,1953,25,Argentine Grand Prix,Medium,579,fangio,105,maserati,2,11,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19427,808,1953,25,Argentine Grand Prix,Medium,697,bonetto,105,maserati,15,12,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19428,808,1953,25,Argentine Grand Prix,Medium,642,farina,6,ferrari,4,13,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19429,808,1953,25,Argentine Grand Prix,Medium,496,menditeguy,128,gordini,10,14,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
19430,808,1953,25,Argentine Grand Prix,Medium,649,birger,141,simca,14,15,0,#N/A,#N/A,#N/A,\N,\N,24,Differential
19431,808,1953,25,Argentine Grand Prix,Medium,698,cruz,87,cooper,13,16,0,#N/A,#N/A,#N/A,\N,\N,36,Wheel
19432,809,1953,19,Indianapolis 500,Very Easy,657,vukovich,113,kurtis_kraft,1,1,9,#N/A,#N/A,#N/A,\N,\N,1,Finished
19433,809,1953,19,Indianapolis 500,Very Easy,656,cross,113,kurtis_kraft,12,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19434,809,1953,19,Indianapolis 500,Very Easy,611,hanks,113,kurtis_kraft,9,3,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
19435,809,1953,19,Indianapolis 500,Very Easy,615,agabashian,113,kurtis_kraft,2,4,1.5,#N/A,#N/A,#N/A,\N,\N,1,Finished
19436,809,1953,19,Indianapolis 500,Very Easy,658,mcgrath,113,kurtis_kraft,3,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
19437,809,1953,19,Indianapolis 500,Very Easy,556,daywalt,113,kurtis_kraft,21,6,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
19438,809,1953,19,Indianapolis 500,Very Easy,509,rathmann,113,kurtis_kraft,25,7,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
19439,809,1953,19,Indianapolis 500,Very Easy,679,mccoy,129,stevens,20,8,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
19440,809,1953,19,Indianapolis 500,Very Easy,529,bettenhausen,114,kuzma,6,9,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19441,809,1953,19,Indianapolis 500,Very Easy,653,davies,113,kurtis_kraft,32,10,0,#N/A,#N/A,#N/A,\N,\N,17,+7 Laps
19442,809,1953,19,Indianapolis 500,Very Easy,699,nalon,113,kurtis_kraft,26,11,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19443,809,1953,19,Indianapolis 500,Very Easy,700,scarborough,113,kurtis_kraft,19,12,0,#N/A,#N/A,#N/A,\N,\N,88,+10 Laps
19444,809,1953,19,Indianapolis 500,Very Easy,675,ayulo,114,kuzma,4,13,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19445,809,1953,19,Indianapolis 500,Very Easy,525,bryan,134,schroeder,31,14,0,#N/A,#N/A,#N/A,\N,\N,50,+17 Laps
19446,809,1953,19,Indianapolis 500,Very Easy,701,holland,113,kurtis_kraft,28,15,0,#N/A,#N/A,#N/A,\N,\N,121,Magneto
19447,809,1953,19,Indianapolis 500,Very Easy,449,ward,113,kurtis_kraft,10,16,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19448,809,1953,19,Indianapolis 500,Very Easy,654,faulkner,113,kurtis_kraft,14,17,0,#N/A,#N/A,#N/A,\N,\N,117,+24 Laps
19449,809,1953,19,Indianapolis 500,Very Easy,613,teague,113,kurtis_kraft,22,18,0,#N/A,#N/A,#N/A,\N,\N,44,Oil leak
19450,809,1953,19,Indianapolis 500,Very Easy,677,webb,113,kurtis_kraft,18,19,0,#N/A,#N/A,#N/A,\N,\N,44,Oil leak
19451,809,1953,19,Indianapolis 500,Very Easy,628,sweikert,114,kuzma,29,20,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
19452,809,1953,19,Indianapolis 500,Very Easy,673,nazaruk,142,turner,23,21,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19453,809,1953,19,Indianapolis 500,Very Easy,559,flaherty,114,kuzma,24,22,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19454,809,1953,19,Indianapolis 500,Very Easy,659,hoyt,113,kurtis_kraft,7,23,0,#N/A,#N/A,#N/A,\N,\N,25,Overheating
19455,809,1953,19,Indianapolis 500,Very Easy,518,darter,110,lesovsky,27,24,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
19456,809,1953,19,Indianapolis 500,Very Easy,555,paul_russo,113,kurtis_kraft,17,25,0,#N/A,#N/A,#N/A,\N,\N,121,Magneto
19457,809,1953,19,Indianapolis 500,Very Easy,593,parsons,113,kurtis_kraft,8,26,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19458,809,1953,19,Indianapolis 500,Very Easy,528,freeland,107,watson,15,27,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19459,809,1953,19,Indianapolis 500,Very Easy,520,hartley,113,kurtis_kraft,13,28,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19460,809,1953,19,Indianapolis 500,Very Easy,521,stevenson,114,kuzma,16,29,0,#N/A,#N/A,#N/A,\N,\N,95,Fuel leak
19461,809,1953,19,Indianapolis 500,Very Easy,655,niday,113,kurtis_kraft,30,30,0,#N/A,#N/A,#N/A,\N,\N,121,Magneto
19462,809,1953,19,Indianapolis 500,Very Easy,702,bob_scott,139,bromme,11,31,0,#N/A,#N/A,#N/A,\N,\N,44,Oil leak
19463,809,1953,19,Indianapolis 500,Very Easy,512,thomson,143,del_roy,33,32,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
19464,809,1953,19,Indianapolis 500,Very Easy,612,linden,129,stevens,5,33,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19465,810,1953,39,Dutch Grand Prix,Medium,647,ascari,6,ferrari,1,1,8,#N/A,#N/A,#N/A,\N,\N,1,Finished
19466,810,1953,39,Dutch Grand Prix,Medium,642,farina,6,ferrari,3,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19467,810,1953,39,Dutch Grand Prix,Medium,697,bonetto,105,maserati,13,3,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19468,810,1953,39,Dutch Grand Prix,Medium,578,hawthorn,6,ferrari,6,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19469,810,1953,39,Dutch Grand Prix,Medium,640,graffenried,105,maserati,7,5,2,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19470,810,1953,39,Dutch Grand Prix,Medium,427,trintignant,128,gordini,12,6,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19471,810,1953,39,Dutch Grand Prix,Medium,627,rosier,6,ferrari,8,7,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19472,810,1953,39,Dutch Grand Prix,Medium,581,collins,133,hwm,16,8,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19473,810,1953,39,Dutch Grand Prix,Medium,475,moss,125,connaught,9,9,0,#N/A,#N/A,#N/A,\N,\N,17,+7 Laps
19474,810,1953,39,Dutch Grand Prix,Medium,633,villoresi,6,ferrari,4,10,1,#N/A,#N/A,#N/A,\N,\N,37,Throttle
19475,810,1953,39,Dutch Grand Prix,Medium,664,mcalpine,125,connaught,14,11,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19476,810,1953,39,Dutch Grand Prix,Medium,501,schell,128,gordini,10,12,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19477,810,1953,39,Dutch Grand Prix,Medium,660,claes,125,connaught,17,13,0,#N/A,#N/A,#N/A,\N,\N,62,Not classified
19478,810,1953,39,Dutch Grand Prix,Medium,579,fangio,105,maserati,2,14,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19479,810,1953,39,Dutch Grand Prix,Medium,643,mieres,128,gordini,19,15,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19480,810,1953,39,Dutch Grand Prix,Medium,498,gonzalez,105,maserati,5,16,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19481,810,1953,39,Dutch Grand Prix,Medium,663,wharton,87,cooper,18,17,0,#N/A,#N/A,#N/A,\N,\N,68,Physical
19482,810,1953,39,Dutch Grand Prix,Medium,456,salvadori,125,connaught,11,18,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19483,810,1953,39,Dutch Grand Prix,Medium,651,macklin,133,hwm,15,19,0,#N/A,#N/A,#N/A,\N,\N,37,Throttle
19484,811,1953,13,Belgian Grand Prix,Easy,647,ascari,6,ferrari,2,1,8,#N/A,#N/A,#N/A,\N,\N,1,Finished
19485,811,1953,13,Belgian Grand Prix,Easy,633,villoresi,6,ferrari,5,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19486,811,1953,13,Belgian Grand Prix,Easy,670,marimon,105,maserati,16,3,4,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19487,811,1953,13,Belgian Grand Prix,Easy,640,graffenried,105,maserati,9,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19488,811,1953,13,Belgian Grand Prix,Easy,427,trintignant,128,gordini,8,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19489,811,1953,13,Belgian Grand Prix,Easy,578,hawthorn,6,ferrari,7,6,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19490,811,1953,13,Belgian Grand Prix,Easy,501,schell,128,gordini,12,7,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19491,811,1953,13,Belgian Grand Prix,Easy,627,rosier,6,ferrari,13,8,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19492,811,1953,13,Belgian Grand Prix,Easy,693,wacker,128,gordini,15,9,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19493,811,1953,13,Belgian Grand Prix,Easy,632,frere,133,hwm,11,10,0,#N/A,#N/A,#N/A,\N,\N,16,+6 Laps
19494,811,1953,13,Belgian Grand Prix,Easy,429,andre_pilette,125,connaught,18,11,0,#N/A,#N/A,#N/A,\N,\N,17,+7 Laps
19495,811,1953,13,Belgian Grand Prix,Easy,660,claes,105,maserati,10,12,0,#N/A,#N/A,#N/A,\N,\N,3,Accident
19496,811,1953,13,Belgian Grand Prix,Easy,651,macklin,133,hwm,17,13,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19497,811,1953,13,Belgian Grand Prix,Easy,642,farina,6,ferrari,4,14,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19498,811,1953,13,Belgian Grand Prix,Easy,579,fangio,105,maserati,1,15,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19499,811,1953,13,Belgian Grand Prix,Easy,498,gonzalez,105,maserati,3,16,1,#N/A,#N/A,#N/A,\N,\N,37,Throttle
19500,811,1953,13,Belgian Grand Prix,Easy,554,behra,128,gordini,14,17,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19501,811,1953,13,Belgian Grand Prix,Easy,581,collins,133,hwm,16,18,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19502,811,1953,13,Belgian Grand Prix,Easy,681,georges_berger,141,simca,20,19,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19503,811,1953,13,Belgian Grand Prix,Easy,703,legat,144,veritas,19,20,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19504,812,1953,55,French Grand Prix,Medium,578,hawthorn,6,ferrari,7,1,8,#N/A,#N/A,#N/A,\N,\N,1,Finished
19505,812,1953,55,French Grand Prix,Medium,579,fangio,105,maserati,4,2,7,#N/A,#N/A,#N/A,\N,\N,1,Finished
19506,812,1953,55,French Grand Prix,Medium,498,gonzalez,105,maserati,5,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
19507,812,1953,55,French Grand Prix,Medium,647,ascari,6,ferrari,1,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
19508,812,1953,55,French Grand Prix,Medium,642,farina,6,ferrari,6,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
19509,812,1953,55,French Grand Prix,Medium,633,villoresi,6,ferrari,3,6,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
19510,812,1953,55,French Grand Prix,Medium,640,graffenried,105,maserati,9,7,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19511,812,1953,55,French Grand Prix,Medium,627,rosier,6,ferrari,10,8,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19512,812,1953,55,French Grand Prix,Medium,670,marimon,105,maserati,8,9,0,#N/A,#N/A,#N/A,\N,\N,15,+5 Laps
19513,812,1953,55,French Grand Prix,Medium,554,behra,128,gordini,22,10,0,#N/A,#N/A,#N/A,\N,\N,15,+5 Laps
19514,812,1953,55,French Grand Prix,Medium,619,gerard,87,cooper,12,11,0,#N/A,#N/A,#N/A,\N,\N,15,+5 Laps
19515,812,1953,55,French Grand Prix,Medium,660,claes,125,connaught,21,12,0,#N/A,#N/A,#N/A,\N,\N,17,+7 Laps
19516,812,1953,55,French Grand Prix,Medium,581,collins,133,hwm,17,13,0,#N/A,#N/A,#N/A,\N,\N,18,+8 Laps
19517,812,1953,55,French Grand Prix,Medium,704,cabantous,133,hwm,18,14,0,#N/A,#N/A,#N/A,\N,\N,88,+10 Laps
19518,812,1953,55,French Grand Prix,Medium,589,chiron,127,osca,25,15,0,#N/A,#N/A,#N/A,\N,\N,50,+17 Laps
19519,812,1953,55,French Grand Prix,Medium,697,bonetto,105,maserati,2,16,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19520,812,1953,55,French Grand Prix,Medium,475,moss,87,cooper,13,17,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19521,812,1953,55,French Grand Prix,Medium,669,bira,125,connaught,11,18,0,#N/A,#N/A,#N/A,\N,\N,24,Differential
19522,812,1953,55,French Grand Prix,Medium,625,bayol,127,osca,15,19,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19523,812,1953,55,French Grand Prix,Medium,663,wharton,87,cooper,14,20,0,#N/A,#N/A,#N/A,\N,\N,67,Wheel bearing
19524,812,1953,55,French Grand Prix,Medium,427,trintignant,128,gordini,23,21,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
19525,812,1953,55,French Grand Prix,Medium,651,macklin,133,hwm,16,22,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19526,812,1953,55,French Grand Prix,Medium,501,schell,128,gordini,20,23,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19527,812,1953,55,French Grand Prix,Medium,643,mieres,128,gordini,24,24,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19528,812,1953,55,French Grand Prix,Medium,456,salvadori,125,connaught,19,25,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
19529,813,1953,9,British Grand Prix,Easy,647,ascari,6,ferrari,1,1,8.5,#N/A,#N/A,#N/A,\N,\N,1,Finished
19530,813,1953,9,British Grand Prix,Easy,579,fangio,105,maserati,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19531,813,1953,9,British Grand Prix,Easy,642,farina,6,ferrari,5,3,4,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19532,813,1953,9,British Grand Prix,Easy,498,gonzalez,105,maserati,2,4,3.5,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19533,813,1953,9,British Grand Prix,Easy,578,hawthorn,6,ferrari,3,5,2,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19534,813,1953,9,British Grand Prix,Easy,697,bonetto,105,maserati,16,6,0,#N/A,#N/A,#N/A,\N,\N,18,+8 Laps
19535,813,1953,9,British Grand Prix,Easy,669,bira,125,connaught,19,7,0,#N/A,#N/A,#N/A,\N,\N,18,+8 Laps
19536,813,1953,9,British Grand Prix,Easy,663,wharton,87,cooper,11,8,0,#N/A,#N/A,#N/A,\N,\N,88,+10 Laps
19537,813,1953,9,British Grand Prix,Easy,687,whitehead,87,cooper,14,9,0,#N/A,#N/A,#N/A,\N,\N,45,+11 Laps
19538,813,1953,9,British Grand Prix,Easy,627,rosier,6,ferrari,24,10,0,#N/A,#N/A,#N/A,\N,\N,55,+12 Laps
19539,813,1953,9,British Grand Prix,Easy,706,jimmy_stewart,87,cooper,15,11,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
19540,813,1953,9,British Grand Prix,Easy,666,rolt,125,connaught,10,12,0,#N/A,#N/A,#N/A,\N,\N,86,Halfshaft
19541,813,1953,9,British Grand Prix,Easy,633,villoresi,6,ferrari,6,13,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19542,813,1953,9,British Grand Prix,Easy,670,marimon,105,maserati,7,14,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
19543,813,1953,9,British Grand Prix,Easy,689,alan_brown,87,cooper,21,15,0,#N/A,#N/A,#N/A,\N,\N,25,Overheating
19544,813,1953,9,British Grand Prix,Easy,581,collins,133,hwm,23,16,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
19545,813,1953,9,British Grand Prix,Easy,486,fairman,133,hwm,27,17,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19546,813,1953,9,British Grand Prix,Easy,456,salvadori,125,connaught,28,18,0,#N/A,#N/A,#N/A,\N,\N,36,Wheel
19547,813,1953,9,British Grand Prix,Easy,640,graffenried,105,maserati,26,19,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19548,813,1953,9,British Grand Prix,Easy,651,macklin,133,hwm,12,20,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19549,813,1953,9,British Grand Prix,Easy,554,behra,128,gordini,22,21,0,#N/A,#N/A,#N/A,\N,\N,48,Fuel pump
19550,813,1953,9,British Grand Prix,Easy,707,ian_stewart,125,connaught,20,22,0,#N/A,#N/A,#N/A,\N,\N,80,Ignition
19551,813,1953,9,British Grand Prix,Easy,427,trintignant,128,gordini,8,23,0,#N/A,#N/A,#N/A,\N,\N,109,Axle
19552,813,1953,9,British Grand Prix,Easy,708,duncan_hamilton,133,hwm,17,24,0,#N/A,#N/A,#N/A,\N,\N,8,Clutch
19553,813,1953,9,British Grand Prix,Easy,501,schell,128,gordini,9,25,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
19554,813,1953,9,British Grand Prix,Easy,664,mcalpine,125,connaught,13,26,0,#N/A,#N/A,#N/A,\N,\N,31,Retired
19555,813,1953,9,British Grand Prix,Easy,705,crook,87,cooper,25,27,0,#N/A,#N/A,#N/A,\N,\N,69,Fuel system
19556,814,1953,20,German Grand Prix,Very Hard,642,farina,6,ferrari,3,1,8,#N/A,#N/A,#N/A,\N,\N,1,Finished
19557,814,1953,20,German Grand Prix,Very Hard,579,fangio,105,maserati,2,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
19558,814,1953,20,German Grand Prix,Very Hard,578,hawthorn,6,ferrari,4,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
19559,814,1953,20,German Grand Prix,Very Hard,697,bonetto,105,maserati,7,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
19560,814,1953,20,German Grand Prix,Very Hard,640,graffenried,105,maserati,11,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19561,814,1953,20,German Grand Prix,Very Hard,475,moss,87,cooper,12,6,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19562,814,1953,20,German Grand Prix,Very Hard,680,swaters,6,ferrari,19,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19563,814,1953,20,German Grand Prix,Very Hard,647,ascari,6,ferrari,1,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19564,814,1953,20,German Grand Prix,Very Hard,478,herrmann,144,veritas,14,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19565,814,1953,20,German Grand Prix,Very Hard,627,rosier,6,ferrari,22,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
19566,814,1953,20,German Grand Prix,Very Hard,690,nuckey,87,cooper,20,11,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19567,814,1953,20,German Grand Prix,Very Hard,692,helfrich,144,veritas,28,12,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19568,814,1953,20,German Grand Prix,Very Hard,664,mcalpine,125,connaught,16,13,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19569,814,1953,20,German Grand Prix,Very Hard,710,krause,145,bmw,26,14,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
19570,814,1953,20,German Grand Prix,Very Hard,709,klodwig,145,bmw,32,15,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
19571,814,1953,20,German Grand Prix,Very Hard,455,seidel,144,veritas,29,16,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
19572,814,1953,20,German Grand Prix,Very Hard,633,villoresi,6,ferrari,6,17,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
